distance_km,prep_time,active_orders,available_riders,traffic,weather,demand,time_hour,expected_eta,actual_delivery_time,delay_minutes,delayed
10.02,16,0,7,Low,Clear,Medium,12,63.08,65.41,2.33,0
9.36,14,21,3,Low,Clear,Low,16,58.44,69.58,11.14,0
6.25,31,10,4,Medium,Clear,Low,21,63.0,69.75,6.75,0
9.33,32,8,9,Low,Clear,Medium,11,76.32,78.73,2.41,0
3.58,9,19,10,Medium,Clear,Low,13,30.32,38.87,8.55,1
7.28,34,5,11,Medium,Clear,Medium,13,70.12,78.41,8.29,0
10.45,23,15,5,High,Clear,High,14,71.8,92.09,20.29,1
4.16,14,14,6,Medium,Clear,Medium,14,37.64,49.47,11.83,1
6.06,17,20,6,Medium,Clear,Medium,22,48.24,59.45,11.21,1
11.44,18,18,1,Medium,Rain,Medium,10,70.76,92.99,22.23,1
9.68,10,20,2,Medium,Clear,High,14,55.72,79.44,23.72,1
10.7,31,6,1,Medium,Clear,High,11,80.8,101.53,20.73,1
4.93,5,4,9,Medium,Rain,High,16,31.72,47.51,15.79,1
11.96,7,16,3,Low,Rain,Low,19,61.84,69.2,7.36,0
2.25,13,1,8,Medium,Clear,Low,22,29.0,40.64,11.64,1
6.47,9,13,5,Low,Clear,Low,14,41.88,41.3,-0.58,0
6.01,6,18,9,Medium,Rain,Low,11,37.04,46.56,9.52,1
9.68,16,24,2,Low,Clear,Low,22,61.72,71.38,9.66,0
10.95,16,19,4,Low,Clear,High,9,66.8,83.82,17.02,1
8.91,8,29,3,Low,Clear,Low,9,50.64,59.24,8.6,0
7.71,30,16,5,Low,Clear,Low,22,67.84,71.92,4.08,0
5.42,32,13,7,Low,Rain,High,21,60.68,72.15,11.47,0
6.37,27,7,2,Low,Clear,High,16,59.48,71.8,12.32,1
6.36,21,20,8,Medium,Clear,Low,12,53.44,62.58,9.14,0
0.73,34,24,11,Low,Clear,Low,22,43.92,47.28,3.36,0
6.29,15,9,1,High,Clear,High,22,47.16,74.38,27.22,1
10.34,18,2,1,Medium,Rain,High,21,66.36,90.01,23.65,1
8.66,5,0,11,Low,Rain,Medium,19,46.64,56.45,9.81,1
9.65,26,18,8,Low,Clear,Medium,16,71.6,75.68,4.08,0
4.99,7,19,11,Low,Rain,Medium,13,33.96,43.45,9.49,1
6.58,25,3,8,Low,Clear,Medium,15,58.32,61.7,3.38,0
0.89,29,0,8,Medium,Clear,Low,16,39.56,43.56,4.0,0
4.9,11,19,2,Medium,Clear,Medium,15,37.6,59.54,21.94,1
5.96,23,11,6,Medium,Clear,High,20,53.84,66.69,12.85,1
3.43,14,12,5,Low,Clear,Medium,10,34.72,35.08,0.36,0
0.86,17,7,10,Medium,Rain,Low,9,27.44,35.44,8.0,1
8.44,21,21,1,Low,Clear,Medium,14,61.76,76.72,14.96,1
5.5,12,22,1,Medium,Clear,Medium,11,41.0,59.92,18.92,1
5.28,29,1,7,High,Rain,Low,20,57.12,68.88,11.76,1
3.37,17,2,11,Low,Rain,Medium,20,37.48,41.24,3.76,0
6.69,19,16,11,Medium,Clear,Medium,22,52.76,67.28,14.52,1
5.54,30,18,7,Medium,Clear,High,13,59.16,74.4,15.24,1
5.95,12,4,5,Medium,Rain,Low,22,42.8,50.22,7.42,0
7.18,19,4,4,Low,Clear,High,9,54.72,68.78,14.06,1
0.57,35,20,11,Medium,Clear,Medium,22,44.28,53.54,9.26,1
10.94,17,13,3,Low,Clear,High,11,67.76,82.56,14.8,1
1.32,8,3,2,Low,Clear,High,8,20.28,31.38,11.1,1
5.69,13,18,6,Medium,Clear,High,20,42.76,58.86,16.1,1
2.88,34,2,5,Low,Rain,High,15,52.52,60.65,8.13,0
6.52,28,6,6,Low,Clear,Medium,14,61.08,66.22,5.14,0
3.72,30,21,10,High,Storm,Low,11,51.88,77.99,26.11,1
10.39,12,6,3,Low,Clear,Medium,14,60.56,68.95,8.39,0
5.06,31,1,10,Medium,Clear,Medium,17,58.24,61.05,2.81,0
7.85,17,28,3,Medium,Clear,Medium,10,55.4,72.07,16.67,1
3.36,29,6,4,Low,Clear,Medium,22,49.44,56.6,7.16,0
0.72,32,15,1,Medium,Clear,Low,18,41.88,58.68,16.8,1
5.15,11,24,8,Medium,Rain,Medium,21,38.6,56.35,17.75,1
6.67,34,29,10,Medium,Clear,Low,8,67.68,80.53,12.85,0
5.78,24,24,10,Medium,Clear,Medium,20,54.12,65.66,11.54,1
11.56,27,10,2,High,Clear,Medium,20,80.24,99.92,19.68,1
8.63,28,25,9,High,Clear,Medium,13,69.52,85.28,15.76,1
11.95,10,0,2,Low,Clear,High,16,64.8,76.72,11.92,0
3.89,28,9,7,Low,Clear,Medium,15,50.56,56.31,5.75,0
9.57,11,5,8,Medium,Clear,Medium,20,56.28,61.58,5.3,0
6.89,13,15,2,High,Rain,Medium,12,47.56,70.71,23.15,1
7.54,8,26,2,Medium,Rain,Low,21,45.16,64.48,19.32,1
11.84,10,23,1,Low,Clear,Medium,16,64.36,78.67,14.31,1
8.02,35,29,8,High,Clear,Low,8,74.08,90.62,16.54,1
10.84,15,4,7,Low,Clear,High,12,65.36,71.53,6.17,0
8.85,16,22,2,Low,Clear,High,10,58.4,76.38,17.98,1
1.96,19,21,6,Medium,Rain,Low,20,33.84,43.5,9.66,1
8.54,27,13,9,Low,Clear,Medium,14,68.16,69.96,1.8,0
6.07,22,2,3,Medium,Rain,Medium,14,53.28,69.59,16.31,1
11.07,21,3,7,Low,Clear,Low,13,72.28,71.49,-0.79,0
9.78,30,27,4,Medium,Storm,Medium,18,76.12,98.02,21.9,1
1.7,20,8,3,High,Rain,Medium,22,33.8,54.02,20.22,1
2.04,28,19,5,Low,Rain,High,21,43.16,58.05,14.89,1
1.3,33,28,4,Medium,Rain,Medium,22,45.2,63.47,18.27,1
6.17,25,14,6,Medium,Clear,Medium,12,56.68,67.56,10.88,0
1.43,6,6,3,Low,Clear,Medium,17,18.72,25.82,7.1,1
8.82,13,14,5,Medium,Clear,Low,17,55.28,61.98,6.7,0
6.85,24,6,7,Medium,Rain,Medium,12,58.4,70.43,12.03,1
10.11,19,5,5,Low,Rain,Medium,20,66.44,76.53,10.09,0
3.72,13,24,8,High,Clear,Medium,21,34.88,53.29,18.41,1
6.47,15,10,2,Low,Rain,High,22,47.88,63.87,15.99,1
1.85,7,20,2,Low,Clear,Low,22,21.4,31.94,10.54,1
10.67,12,21,10,Low,Clear,Medium,10,61.68,68.55,6.87,0
2.51,29,16,6,Medium,Clear,Low,10,46.04,49.24,3.2,0
1.68,5,16,7,High,Clear,High,18,18.72,35.23,16.51,1
2.86,30,5,9,Low,Clear,Low,18,48.44,49.31,0.87,0
9.77,15,15,2,Low,Rain,Low,14,61.08,73.12,12.04,0
1.72,30,22,11,Low,Clear,Medium,10,43.88,50.69,6.81,0
7.57,12,5,5,Medium,Clear,Medium,12,49.28,59.05,9.77,0
9.08,30,6,10,Low,Clear,Medium,9,73.32,75.65,2.33,0
9.14,22,20,5,Low,Clear,High,10,65.56,73.79,8.23,0
2.69,31,29,5,Low,Clear,Medium,10,48.76,55.91,7.15,0
1.21,6,11,7,Medium,Rain,Medium,16,17.84,28.82,10.98,1
5.66,29,24,3,Medium,Clear,High,15,58.64,78.32,19.68,1
2.83,13,5,7,Medium,Rain,Medium,13,31.32,40.72,9.4,1
8.54,16,17,11,Low,Rain,Low,16,57.16,59.28,2.12,0
4.6,6,28,8,Medium,Rain,High,18,31.4,45.86,14.46,1
5.67,34,13,1,Medium,Clear,Medium,9,63.68,81.53,17.85,1
1.81,24,15,8,Medium,Clear,Medium,12,38.24,45.98,7.74,1
7.03,35,4,1,Low,Rain,Medium,11,70.12,80.91,10.79,0
2.63,22,15,2,Low,Clear,Low,8,39.52,49.77,10.25,1
8.31,9,17,4,Medium,Clear,High,9,49.24,68.73,19.49,1
1.32,15,29,4,Low,Clear,Low,19,27.28,34.89,7.61,1
11.72,18,6,1,Medium,Clear,High,21,71.88,92.62,20.74,1
8.37,9,10,1,Low,Clear,High,10,49.48,67.03,17.55,1
2.59,33,19,9,Low,Rain,High,19,50.36,59.53,9.17,0
0.66,34,28,6,Medium,Clear,Low,11,43.64,55.02,11.38,1
4.35,22,7,3,Low,Clear,Medium,10,46.4,57.28,10.88,1
2.26,23,20,5,Low,Storm,Low,11,39.04,54.71,15.67,1
3.01,26,26,8,Medium,Clear,Medium,21,45.04,56.36,11.32,1
10.54,26,18,9,Low,Clear,Medium,13,75.16,79.49,4.33,0
7.44,6,12,4,High,Rain,Medium,19,42.76,65.88,23.12,1
2.53,21,7,2,Low,Storm,Medium,15,38.12,57.52,19.4,1
6.9,29,8,11,High,Clear,High,14,63.6,83.95,20.35,1
3.44,30,1,7,Medium,Clear,Low,20,50.76,53.67,2.91,0
11.73,23,4,11,Low,Clear,Medium,22,76.92,81.26,4.34,0
0.88,32,13,4,Medium,Rain,Medium,17,42.52,55.01,12.49,1
8.92,23,4,2,Medium,Rain,Low,20,65.68,79.47,13.79,1
9.39,16,0,5,Medium,Clear,Medium,10,60.56,66.86,6.3,0
1.27,18,20,4,Low,Rain,Medium,21,30.08,46.77,16.69,1
2.48,26,2,8,High,Clear,Medium,10,42.92,57.42,14.5,1
4.92,32,4,8,Medium,Clear,Medium,10,58.68,62.18,3.5,0
10.48,12,17,1,High,Clear,High,20,60.92,89.32,28.4,1
6.68,14,27,7,Medium,Clear,High,15,47.72,64.86,17.14,1
8.04,25,21,4,Medium,Rain,Low,11,64.16,76.41,12.25,0
9.5,28,0,7,Medium,Clear,Medium,8,73.0,77.79,4.79,0
10.02,17,5,5,Medium,Clear,High,11,64.08,77.4,13.32,1
5.98,24,22,6,High,Clear,Low,20,54.92,67.4,12.48,1
6.35,5,21,8,Medium,Rain,Medium,8,37.4,52.75,15.35,1
8.76,14,11,4,Low,Clear,Medium,21,56.04,61.15,5.11,0
3.53,34,28,3,Medium,Rain,Low,19,55.12,70.65,15.53,1
10.33,22,26,8,Low,Clear,Medium,11,70.32,80.43,10.11,0
0.74,31,22,11,High,Rain,Medium,19,40.96,62.34,21.38,1
2.75,11,22,5,Medium,Clear,Low,15,29.0,37.46,8.46,1
9.7,14,23,11,Medium,Clear,Low,13,59.8,68.34,8.54,0
4.41,35,4,3,Low,Rain,High,15,59.64,74.62,14.98,1
2.22,35,21,10,Medium,Clear,High,8,50.88,64.5,13.62,1
2.65,32,28,11,Low,Rain,Medium,21,49.6,58.17,8.57,0
6.6,14,6,4,Medium,Clear,Medium,19,47.4,58.74,11.34,1
10.23,29,0,2,Medium,Clear,Low,10,76.92,89.98,13.06,0
1.31,19,10,8,Medium,Rain,High,9,31.24,48.45,17.21,1
0.85,31,8,10,Low,Rain,Low,14,41.4,46.51,5.11,0
5.85,31,28,1,Medium,Clear,High,14,61.4,83.58,22.18,1
11.5,18,13,8,Medium,Clear,Medium,19,71.0,82.35,11.35,0
3.71,14,19,10,High,Rain,Low,20,35.84,53.6,17.76,1
11.53,35,29,1,High,Clear,Medium,8,88.12,116.44,28.32,1
10.71,18,23,6,Medium,Rain,High,11,67.84,88.51,20.67,1
3.76,18,22,1,Low,Clear,High,16,40.04,62.61,22.57,1
9.89,25,29,2,Low,Clear,Medium,13,71.56,84.13,12.57,0
8.39,34,20,6,High,Rain,Low,22,74.56,88.98,14.42,0
6.39,9,6,4,High,Clear,Medium,17,41.56,58.06,16.5,1
5.36,35,21,1,Low,Clear,Medium,12,63.44,76.79,13.35,1
9.88,18,9,9,Medium,Clear,Medium,18,64.52,71.13,6.61,0
9.62,5,9,3,Low,Storm,Low,14,50.48,66.72,16.24,1
9.2,14,19,10,Low,Clear,High,14,57.8,66.58,8.78,0
11.98,19,9,2,High,Storm,Medium,18,73.92,102.7,28.78,1
6.0,25,0,6,High,Clear,Low,14,56.0,62.74,6.74,0
9.78,22,29,8,High,Clear,Low,18,68.12,84.05,15.93,1
10.42,9,17,6,Low,Clear,Low,14,57.68,63.45,5.77,0
2.93,20,20,5,Medium,Clear,Medium,16,38.72,52.15,13.43,1
0.98,12,24,9,High,Clear,Low,15,22.92,39.81,16.89,1
5.15,13,19,1,Medium,Clear,Medium,16,40.6,59.24,18.64,1
10.35,27,18,10,Low,Clear,Low,13,75.4,81.22,5.82,0
3.82,29,23,8,Medium,Rain,Low,9,51.28,63.74,12.46,1
8.55,9,8,9,Low,Clear,Low,11,50.2,50.92,0.72,0
0.58,23,24,5,Medium,Clear,Medium,13,32.32,44.88,12.56,1
4.59,18,21,5,High,Clear,Medium,12,43.36,62.33,18.97,1
7.58,15,5,7,Low,Clear,Medium,14,52.32,53.66,1.34,0
1.99,27,4,8,Low,Rain,Medium,15,41.96,46.64,4.68,0
10.81,12,26,11,Medium,Rain,Medium,11,62.24,77.15,14.91,1
2.3,28,26,10,Medium,Rain,Medium,13,44.2,56.96,12.76,1
10.96,17,29,1,Low,Clear,Low,12,67.84,79.17,11.33,0
2.99,7,3,2,Low,Clear,Medium,16,25.96,34.72,8.76,1
11.93,29,26,11,Medium,Rain,Low,15,83.72,97.9,14.18,0
7.45,31,25,5,Low,Rain,Medium,17,67.8,80.75,12.95,0
1.47,22,23,7,Medium,Clear,Medium,14,34.88,47.12,12.24,1
1.25,27,14,1,Medium,Clear,Medium,22,39.0,57.16,18.16,1
1.36,9,15,2,Low,Rain,Medium,15,21.44,40.61,19.17,1
7.28,15,12,5,Medium,Storm,Medium,17,51.12,67.44,16.32,1
9.81,15,0,8,Medium,Clear,Low,14,61.24,65.72,4.48,0
5.13,28,15,9,Medium,Clear,High,19,55.52,68.34,12.82,1
5.62,15,7,10,Medium,Rain,Low,16,44.48,50.31,5.83,0
7.28,27,6,3,Low,Clear,Low,9,63.12,70.69,7.57,0
6.63,14,1,3,Low,Clear,Low,18,47.52,51.11,3.59,0
8.41,23,13,6,Medium,Clear,High,19,63.64,78.63,14.99,1
5.93,11,1,7,Medium,Clear,High,14,41.72,52.43,10.71,1
8.71,22,25,1,Low,Rain,Medium,15,63.84,85.33,21.49,1
11.97,7,26,5,Low,Rain,Low,8,61.88,68.09,6.21,0
4.53,27,24,10,Medium,Clear,Medium,20,52.12,66.25,14.13,1
0.64,5,9,2,Low,Clear,Medium,19,14.56,27.15,12.59,1
1.94,35,4,10,High,Rain,Low,22,49.76,59.97,10.21,1
6.87,31,15,5,Medium,Clear,Medium,16,65.48,74.45,8.97,0
4.46,22,20,6,Low,Clear,Medium,11,46.84,55.88,9.04,0
11.31,33,0,8,Medium,Clear,Medium,12,85.24,95.51,10.27,0
7.72,30,25,8,Low,Clear,Medium,21,67.88,77.31,9.43,0
6.48,9,13,8,High,Rain,Medium,8,41.92,59.73,17.81,1
9.68,28,24,2,High,Clear,Medium,18,73.72,95.58,21.86,1
3.47,16,2,4,Medium,Rain,Low,9,36.88,47.41,10.53,1
9.93,31,12,10,Medium,Clear,Low,19,77.72,83.27,5.55,0
0.54,31,13,1,High,Clear,High,16,40.16,66.99,26.83,1
7.63,34,1,8,Medium,Rain,Low,15,71.52,78.27,6.75,0
11.25,18,21,6,High,Clear,Medium,18,70.0,88.96,18.96,1
9.56,10,27,2,Low,Rain,Low,13,55.24,73.25,18.01,1
10.32,8,16,2,High,Clear,Low,16,56.28,77.53,21.25,1
5.06,10,11,11,Medium,Storm,Medium,20,37.24,54.46,17.22,1
9.98,35,19,1,Low,Clear,Low,14,81.92,91.92,10.0,0
6.83,23,10,1,High,Clear,Medium,8,57.32,81.66,24.34,1
7.61,15,10,1,Medium,Clear,Medium,22,52.44,72.77,20.33,1
1.18,18,22,7,High,Clear,Medium,16,29.72,49.13,19.41,1
2.82,10,17,11,Low,Clear,Medium,14,28.28,35.1,6.82,1
6.84,22,7,2,Medium,Clear,Low,9,56.36,66.78,10.42,0
1.18,18,12,9,Medium,Clear,High,9,29.72,43.81,14.09,1
9.03,29,25,8,Low,Clear,High,11,72.12,86.43,14.31,0
10.16,5,15,3,Medium,Clear,Low,21,52.64,64.1,11.46,1
11.08,33,2,1,Medium,Clear,Medium,18,84.32,99.51,15.19,0
1.67,6,25,6,Low,Clear,Medium,14,19.68,26.31,6.63,1
11.31,17,22,1,Medium,Rain,Medium,19,69.24,96.82,27.58,1
1.28,15,8,2,Low,Clear,Low,13,27.12,32.94,5.82,1
5.95,27,28,6,Medium,Clear,Low,21,57.8,65.43,7.63,0
10.16,25,28,9,High,Clear,Low,12,72.64,88.57,15.93,1
1.31,11,29,11,Medium,Clear,Low,18,23.24,32.64,9.4,1
0.71,20,11,7,Medium,Clear,Medium,14,29.84,41.09,11.25,1
0.79,21,27,4,Low,Rain,High,18,31.16,50.67,19.51,1
6.38,19,24,4,Low,Clear,Medium,10,51.52,58.89,7.37,0
9.83,5,26,7,High,Storm,Medium,22,51.32,76.01,24.69,1
1.97,10,16,2,Low,Rain,Low,12,24.88,35.33,10.45,1
1.93,20,8,6,Low,Storm,Medium,16,34.72,48.89,14.17,1
7.04,13,6,9,Low,Clear,Medium,18,48.16,53.22,5.06,0
3.19,21,28,10,Medium,Clear,High,17,40.76,56.62,15.86,1
8.9,10,15,1,Medium,Rain,Medium,16,52.6,74.03,21.43,1
11.42,27,27,4,Low,Rain,Medium,21,79.68,90.83,11.15,0
9.31,10,16,3,Low,Clear,Low,22,54.24,59.95,5.71,0
10.59,25,16,7,Low,Clear,High,19,74.36,81.96,7.6,0
6.48,30,2,3,Low,Clear,Medium,10,62.92,70.61,7.69,0
10.07,16,12,11,Low,Clear,Medium,19,63.28,68.96,5.68,0
2.6,9,16,11,Medium,Rain,Medium,15,26.4,37.63,11.23,1
1.29,5,3,4,Medium,Rain,Low,16,17.16,27.6,10.44,1
8.04,16,4,5,Low,Clear,Medium,22,55.16,61.07,5.91,0
1.1,8,17,5,Medium,Clear,High,15,19.4,31.74,12.34,1
10.76,32,7,1,Medium,Clear,Low,20,82.04,94.79,12.75,0
8.45,35,21,10,Low,Rain,Low,17,75.8,84.03,8.23,0
11.45,35,13,9,Low,Rain,Low,9,87.8,93.39,5.59,0
4.11,33,12,4,Medium,Clear,Low,18,56.44,62.1,5.66,0
6.09,23,3,7,Low,Clear,High,15,54.36,61.08,6.72,0
9.03,15,12,5,Medium,Storm,Medium,16,58.12,74.57,16.45,1
3.29,18,16,3,Medium,Clear,High,12,38.16,56.02,17.86,1
6.73,13,17,4,High,Rain,High,10,46.92,72.06,25.14,1
8.08,31,8,2,Low,Clear,Medium,19,70.32,84.05,13.73,0
11.76,18,0,9,Low,Clear,Medium,11,72.04,74.62,2.58,0
9.06,16,28,8,High,Clear,Medium,9,59.24,74.4,15.16,1
1.86,26,28,11,Medium,Clear,Medium,15,40.44,53.22,12.78,1
5.97,16,27,1,Low,Rain,Medium,18,46.88,69.78,22.9,1
7.27,16,8,7,Medium,Rain,Medium,11,52.08,63.35,11.27,1
2.19,12,18,7,Low,Clear,Medium,13,27.76,33.48,5.72,1
5.47,7,4,7,Medium,Clear,Medium,14,35.88,43.07,7.19,1
3.77,6,27,11,High,Rain,Low,21,28.08,47.65,19.57,1
1.87,17,0,5,Medium,Rain,Medium,10,31.48,40.86,9.38,1
6.39,35,14,2,Medium,Clear,Medium,21,67.56,80.33,12.77,0
2.4,13,25,1,High,Rain,Medium,10,29.6,57.26,27.66,1
7.29,24,21,6,Medium,Clear,Medium,16,60.16,71.23,11.07,0
2.45,15,25,2,Low,Rain,Medium,20,31.8,49.87,18.07,1
8.82,14,14,2,Medium,Clear,Medium,21,56.28,70.91,14.63,1
2.75,10,2,2,Low,Clear,Medium,16,28.0,36.81,8.81,1
10.81,22,0,4,Low,Rain,Medium,15,72.24,80.33,8.09,0
0.8,25,4,2,Medium,Rain,Low,19,35.2,47.45,12.25,1
6.5,15,1,6,Low,Rain,Low,21,48.0,51.02,3.02,0
4.18,21,13,8,Low,Clear,Low,8,44.72,48.25,3.53,0
3.09,19,1,4,Medium,Rain,Medium,11,38.36,48.19,9.83,1
5.92,13,5,2,Low,Rain,Medium,12,43.68,57.29,13.61,1
10.18,26,12,7,Medium,Clear,Low,20,73.72,77.94,4.22,0
11.03,22,22,1,Low,Clear,High,8,73.12,90.38,17.26,1
3.99,7,20,9,Medium,Rain,Medium,9,29.96,42.63,12.67,1
2.27,20,1,5,High,Clear,Medium,8,36.08,52.01,15.93,1
8.78,17,27,5,Low,Clear,Medium,22,59.12,64.09,4.97,0
7.19,29,16,3,Medium,Rain,Medium,8,64.76,81.03,16.27,1
2.81,14,10,4,Low,Clear,Medium,11,32.24,39.19,6.95,1
9.24,34,11,2,Low,Rain,Low,15,77.96,91.49,13.53,0
6.47,24,25,7,Low,Clear,Low,13,56.88,65.78,8.9,0
8.01,9,13,2,Low,Clear,Medium,9,48.04,58.8,10.76,1
4.63,17,7,8,Low,Storm,High,14,42.52,60.0,17.48,1
5.55,32,12,3,Medium,Rain,Medium,19,61.2,77.41,16.21,1
2.57,12,2,7,Medium,Clear,Medium,12,29.28,36.48,7.2,1
9.2,26,4,6,High,Rain,Low,15,69.8,84.15,14.35,1
2.31,29,9,7,High,Rain,Medium,15,45.24,59.87,14.63,1
9.45,26,6,9,Low,Rain,High,11,70.8,81.9,11.1,0
9.68,7,10,7,Low,Clear,Medium,8,52.72,58.62,5.9,0
9.09,16,1,10,Low,Clear,Medium,20,59.36,60.84,1.48,0
0.72,15,18,3,Medium,Rain,Low,22,24.88,40.39,15.51,1
3.64,15,3,9,High,Rain,Low,15,36.56,46.7,10.14,1
5.89,32,6,4,Low,Clear,Low,20,62.56,65.95,3.39,0
7.35,5,29,7,Low,Clear,Medium,13,41.4,52.88,11.48,1
11.07,21,0,6,Low,Clear,Medium,22,72.28,74.84,2.56,0
4.82,35,8,10,High,Clear,Low,16,61.28,70.92,9.64,0
10.56,32,15,3,Medium,Clear,High,20,81.24,96.39,15.15,0
2.38,23,9,6,Medium,Clear,High,18,39.52,53.1,13.58,1
4.77,35,9,2,Medium,Clear,Medium,21,61.08,77.74,16.66,1
1.1,17,3,7,Low,Clear,High,16,28.4,35.89,7.49,1
9.04,23,12,1,Low,Clear,High,20,66.16,82.63,16.47,1
2.23,21,22,5,Medium,Rain,Low,21,36.92,44.46,7.54,1
3.46,6,17,1,Medium,Clear,High,19,26.84,49.49,22.65,1
9.42,6,27,4,Low,Clear,Medium,13,50.68,59.7,9.02,0
6.65,32,20,6,Low,Clear,Low,9,65.6,68.34,2.74,0
0.66,10,23,4,Low,Clear,Low,14,19.64,29.47,9.83,1
0.53,15,12,5,Low,Clear,Medium,18,24.12,25.92,1.8,0
6.37,24,18,2,Low,Storm,High,20,56.48,77.74,21.26,1
4.01,22,17,8,Low,Clear,Medium,19,45.04,51.9,6.86,0
2.57,20,24,9,Medium,Clear,Medium,17,37.28,48.31,11.03,1
7.56,35,15,6,Medium,Rain,Medium,16,72.24,84.2,11.96,0
3.13,29,12,1,Medium,Rain,High,22,48.52,73.47,24.95,1
7.31,34,2,1,Medium,Clear,Low,11,70.24,83.15,12.91,0
4.86,25,25,8,High,Clear,Medium,19,51.44,67.49,16.05,1
2.65,35,13,11,High,Clear,Medium,16,52.6,67.02,14.42,1
2.09,23,23,10,Low,Clear,Low,15,38.36,43.06,4.7,0
3.22,21,20,5,Low,Clear,High,13,40.88,52.21,11.33,1
0.84,30,0,6,Low,Clear,High,17,40.36,48.33,7.97,0
4.04,31,19,2,High,Clear,Medium,22,54.16,75.79,21.63,1
10.87,7,14,1,Low,Clear,Medium,14,57.48,71.97,14.49,1
10.06,33,7,9,Low,Rain,High,9,80.24,93.54,13.3,0
4.78,26,7,5,Medium,Clear,Low,9,52.12,57.61,5.49,0
7.12,32,19,6,Medium,Clear,Low,10,67.48,75.07,7.59,0
7.02,27,2,4,Medium,Rain,Medium,14,62.08,74.01,11.93,0
10.03,33,18,4,Medium,Clear,Medium,8,80.12,91.49,11.37,0
3.22,13,25,11,Medium,Clear,Medium,12,32.88,43.0,10.12,1
3.91,10,2,9,High,Clear,Medium,18,32.64,45.44,12.8,1
3.97,11,0,8,Low,Clear,Medium,18,33.88,37.78,3.9,0
0.97,12,1,5,High,Clear,Low,18,22.88,31.3,8.42,1
4.12,11,21,8,Medium,Clear,Low,18,34.48,42.53,8.05,1
10.6,18,25,4,Low,Clear,Low,9,67.4,74.02,6.62,0
10.99,11,29,6,High,Clear,Medium,22,61.96,84.32,22.36,1
1.76,9,0,2,High,Clear,Medium,12,23.04,43.49,20.45,1
5.77,21,14,8,Medium,Rain,High,9,51.08,69.29,18.21,1
4.89,29,1,1,High,Storm,Medium,20,55.56,86.6,31.04,1
6.13,9,11,8,Low,Clear,Medium,15,40.52,44.63,4.11,0
6.88,20,9,7,Low,Clear,Low,13,54.52,59.07,4.55,0
0.73,25,18,1,Low,Rain,Medium,13,34.92,52.84,17.92,1
10.19,26,27,6,High,Clear,High,16,73.76,96.07,22.31,1
11.7,8,24,3,Medium,Clear,Low,15,61.8,72.17,10.37,0
8.01,27,1,6,High,Rain,Medium,8,66.04,81.44,15.4,1
8.1,5,7,1,Medium,Clear,Low,9,44.4,54.27,9.87,1
6.57,12,8,8,Medium,Clear,Medium,22,45.28,53.38,8.1,0
4.34,14,7,6,Low,Clear,Medium,15,38.36,41.61,3.25,0
2.21,31,10,4,Low,Clear,Medium,22,46.84,53.04,6.2,0
7.22,10,18,10,Medium,Clear,Medium,17,45.88,53.71,7.83,0
1.02,29,22,8,Medium,Clear,High,19,40.08,56.89,16.81,1
9.98,35,28,7,Low,Rain,High,12,81.92,98.71,16.79,1
5.34,34,21,2,High,Clear,Medium,20,62.36,88.94,26.58,1
5.27,14,8,6,Medium,Rain,Medium,17,42.08,57.0,14.92,1
4.26,7,5,8,Low,Clear,Medium,19,31.04,35.35,4.31,0
11.65,11,11,11,High,Clear,Medium,11,64.6,81.85,17.25,1
2.51,28,23,7,Medium,Clear,Medium,16,45.04,57.16,12.12,1
2.24,11,29,2,Medium,Clear,Medium,13,26.96,44.91,17.95,1
2.4,25,11,8,Low,Clear,Medium,21,41.6,46.24,4.64,0
8.07,16,5,1,Low,Clear,Low,21,55.28,65.56,10.28,0
11.91,28,0,4,Low,Clear,Low,13,82.64,92.82,10.18,0
3.21,23,2,11,Medium,Clear,Medium,8,42.84,52.57,9.73,1
10.91,23,19,9,Medium,Clear,High,11,73.64,88.93,15.29,1
3.7,29,17,10,High,Clear,Medium,12,50.8,68.17,17.37,1
7.95,34,19,4,High,Clear,High,8,72.8,96.55,23.75,1
0.97,16,0,8,Low,Clear,Medium,22,26.88,29.7,2.82,0
6.2,21,13,8,High,Rain,Low,14,52.8,69.91,17.11,1
8.03,24,5,3,Low,Rain,Medium,10,63.12,73.81,10.69,0
6.67,30,10,11,Low,Clear,High,17,63.68,70.66,6.98,0
3.24,19,18,11,Medium,Clear,Medium,13,38.96,50.52,11.56,1
10.03,16,8,2,High,Clear,Medium,10,63.12,84.95,21.83,1
11.66,31,19,9,High,Clear,Medium,14,84.64,101.15,16.51,0
5.78,34,8,5,Medium,Clear,Low,16,64.12,70.34,6.22,0
7.81,22,15,8,Low,Clear,Low,17,60.24,65.16,4.92,0
9.59,8,13,7,Low,Storm,Low,11,53.36,63.86,10.5,0
3.28,13,11,3,Low,Rain,Medium,17,33.12,44.43,11.31,1
10.44,19,3,2,Medium,Clear,High,19,67.76,83.94,16.18,1
3.72,26,17,6,Medium,Clear,Low,17,47.88,54.77,6.89,0
9.42,25,29,10,Low,Clear,Low,22,69.68,78.55,8.87,0
1.79,30,19,10,Medium,Clear,Medium,22,44.16,54.56,10.4,1
3.82,5,22,4,Medium,Clear,High,15,27.28,45.4,18.12,1
6.64,19,24,10,Medium,Clear,Medium,13,52.56,63.71,11.15,1
6.54,26,1,4,Low,Clear,Medium,14,59.16,63.54,4.38,0
10.28,35,23,7,Low,Clear,Medium,15,83.12,88.96,5.84,0
